Sludinājumidatums_2,Ist.,m2,Stāvs,Stavs,Sērija,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Iela full,Rajons,Merged,Year
"Īpašnieks pārdod dizainiski remontētu dzīvokli, tikko pēc remonta. A",4,104,3,3,P. kara,"159,500",1533.653846,Avotu,22,centrs Avotu 22,centrs,"Latvia, Riga, centrs Avotu 22",2018
Pārdošanā 4 istabu dzīvoklis ar autonomo gāzes apkuri 3.stāvā Rīgas,4,137,3,3,P. kara,"159,000",1160.583942,Čaka,52/2,centrs Čaka 52/2,centrs,"Latvia, Riga, centrs Čaka 52/2",2018
"Divlīmeņu divistabu dzīvoklis ar kopējo platību 142, 2m2 un pie dzīv",2,142,5,5,P. kara,"190,350",1340.492958,Rūpniecības,5,centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2018
"Divlīmeņu trīsistabu dzīvoklis ar kopējo platību 119, 3m2 un pie dzī",3,119,5,5,P. kara,"178,200",1497.478992,Rūpniecības,5,centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2018
Pārdod dzīvokli pašā Rīgas centrā. Dzīvoklis atrodas pirmskara māj,3,102,5,5,P. kara,"165,000",1617.647059,Brīvības,142,centrs Brīvības 142,centrs,"Latvia, Riga, centrs Brīvības 142",2018
Gaišs trīsistabu dzīvoklis ar pārdomātu interjeru. Plaša viesist,3,100,5,5,P. kara,"179,000",1790,Lāčplēša,52/54,centrs Lāčplēša 52/54,centrs,"Latvia, Riga, centrs Lāčplēša 52/54",2018
"Ремонт, все удобства, душ и туалет в квартире, все новые коммуникаци",1,16,5,5,P. kara,"12,200",762.5,Zvaigžņu,13,centrs Zvaigžņu 13,centrs,"Latvia, Riga, centrs Zvaigžņu 13",2018
Pārdod neizbūvētus bēniņus vienā no greznākajiem namīpašumiem Rīgas,0,176,5,5,P. kara,"190,000",1079.545455,Elizabetes,19,centrs Elizabetes 19,centrs,"Latvia, Riga, centrs Elizabetes 19",2018
Семья продает трехкомнатную квартиру. Со всеми удобствами. Договор,3,74,5,5,P. kara,"18,000",243.2432432,Čaka,82/84,centrs Čaka 82/84,centrs,"Latvia, Riga, centrs Čaka 82/84",2018
Студия в доме довоенной постройки (1938-1939г. ) на престижной улице,1,34,5,5,P. kara,"58,000",1705.882353,Tomsona,11,centrs Tomsona 11,centrs,"Latvia, Riga, centrs Tomsona 11",2018
Īpašnieks pārdod eleganti izremontētu dzīvokli Rīgas centrā. Dzīvokl,4,185,5,5,P. kara,"250,000",1351.351351,Nītaures,1,centrs Nītaures 1,centrs,"Latvia, Riga, centrs Nītaures 1",2018
Piedāvājumā brīnišķīgs dzīvoklis Rīgas klusajā centrā. Dzīvoklis i,4,152,5,5,P. kara,"340,000",2236.842105,Valdemāra,39,centrs Valdemāra 39,centrs,"Latvia, Riga, centrs Valdemāra 39",2018
"Dzivoklis pagalma maja. Logi uz ""balta pirts"". Ievadita electriba 4",2,32,5,5,P. kara,"25,990",812.1875,Zvaigžņu,2,centrs Zvaigžņu 2,centrs,"Latvia, Riga, centrs Zvaigžņu 2",2018
"Līdz 95% bankas līdzfinansējums: mazāka pirmā iemaksa, jo iespējams",3,100,5,5,P. kara,"125,550",1255.5,Stabu,29,centrs Stabu 29,centrs,"Latvia, Riga, centrs Stabu 29",2018
"Par samazinātu cenu tiek pārdots ļoti labs, plašs un gaišs dzīvoklis",5,130,5,5,P. kara,"275,550",2119.615385,Bruņinieku,8,centrs Bruņinieku 8,centrs,"Latvia, Riga, centrs Bruņinieku 8",2018
Fasādes mājā pārdod gaišu un plašu dzīvokli. -Dzīvoklis ar lielisk,4,140,5,5,P. kara,"147,000",1050,Blaumaņa,27,centrs Blaumaņa 27,centrs,"Latvia, Riga, centrs Blaumaņa 27",2018
Pārdošanā plašs 3 istabu dzīvoklis centrā. +Zeme zem ēkas ir īpa,3,93,5,5,P. kara,"115,830",1245.483871,Marijas,15,centrs Marijas 15,centrs,"Latvia, Riga, centrs Marijas 15",2018
"Līdz 95% bankas līdzfinansējums: mazāka pirmā iemaksa, jo iespējams",2,119,5,5,P. kara,"178,200",1497.478992,Rūpniecības,5,centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2018
"Līdz 95% bankas līdzfinansējums: mazāka pirmā iemaksa, jo iespējams",2,54,5,5,P. kara,"75,330",1395,Baznīcas,35,centrs Baznīcas 35,centrs,"Latvia, Riga, centrs Baznīcas 35",2018
"90% bankas finansējums, mazāka pirmā iemaksa. Samazināta cena. Vecrī",3,93,5,5,P. kara,"115,830",1245.483871,Marijas,5,centrs Marijas 5,centrs,"Latvia, Riga, centrs Marijas 5",2018
"Pārdošanā 3 istabu dzīvoklis pašā centrā, Marijas ielā 15. Pirmskara",3,93,5,5,P. kara,"115,830",1245.483871,Marijas,15,centrs Marijas 15,centrs,"Latvia, Riga, centrs Marijas 15",2018
Īpašnieks pārdod lielisku 6 istabu dzīvokli ideālā vietā Hospitāļu i,6,138,5,5,P. kara,"210,000",1521.73913,Hospitāļu,22,centrs Hospitāļu 22,centrs,"Latvia, Riga, centrs Hospitāļu 22",2018
"Pārdošanā pašlaik pēdējais dzīvoklis šajā ēkā. Nenokavē, cena spēkā",4,113,5,5,P. kara,"95,000",840.7079646,Lāčplēša,51,centrs Lāčplēša 51,centrs,"Latvia, Riga, centrs Lāčplēša 51",2018
"Saulains, kluss, remontēts dzīvoklis sakoptā centra mājā. Caurstaigā",2,57,5,5,P. kara,"105,000",1842.105263,Bruņinieku,12,centrs Bruņinieku 12,centrs,"Latvia, Riga, centrs Bruņinieku 12",2018
Pārdod gaišu 2-stabu dzīvokli mūra mājā. Dzīvoklim ir veikts remonts,2,51,5,5,P. kara,"37,500",735.2941176,Duntes,31,centrs Duntes 31,centrs,"Latvia, Riga, centrs Duntes 31",2018
"Инвестиция, стабильный доход. Продается (можно со сдачей в аренд",2,26,5,5,P. kara,"26,000",1000,Avotu,66,centrs Avotu 66,centrs,"Latvia, Riga, centrs Avotu 66",2018
"Tiek pārdots plašs, gaišs dzīvoklis Rīgas centrā. Laba atrašanās vie",3,110,5,5,P. kara,"175,000",1590.909091,Čaka,68-7,centrs Čaka 68-7,centrs,"Latvia, Riga, centrs Čaka 68-7",2018
Mājīgs dzīvoklis ar dvēseli lieliskā vietā Rīgas klusajā centrā inte,2,64,5,5,P. kara,"130,000",2031.25,Skolas,38,centrs Skolas 38,centrs,"Latvia, Riga, centrs Skolas 38",2018
Plašs divu līmeņu dzīvoklis Klusajā centrā. Īpašums atrodas pilsē,3,119,5,5,P. kara,"178,200",1497.478992,Rūpniecības,5,centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2018
Plašs divu līmeņu dzīvoklis Klusajā centrā. Īpašums atrodas pilsē,2,146,5,5,P. kara,"190,350",1303.767123,Rūpniecības,5,centrs Rūpniecības 5,centrs,"Latvia, Riga, centrs Rūpniecības 5",2018
Квартира площадью124 кв. м. расположена на 5 этаже в фасадном доме с,3,126,5,5,P. kara,"290,000",2301.587302,Baznīcas,13,centrs Baznīcas 13,centrs,"Latvia, Riga, centrs Baznīcas 13",2018
Tiek pārdots 5-istabu dzīvoklis Stabu ielā 46/48. Labs plānojums vi,5,155,5,5,P. kara,"139,000",896.7741935,Stabu,46,centrs Stabu 46,centrs,"Latvia, Riga, centrs Stabu 46",2018
Piedāvājam iegādāties plašu dzīvokli Rīgas Sirdī. Dzīvokli ir 3,4,92,5,5,P. kara,"133,755",1453.858696,Marijas,15,centrs Marijas 15,centrs,"Latvia, Riga, centrs Marijas 15",2018
Pārdošanā divistabu dzīvoklis centrā. +Zeme zem mājas ir īpašumā,2,54,5,5,P. kara,"75,330",1395,Baznīcas,35,centrs Baznīcas 35,centrs,"Latvia, Riga, centrs Baznīcas 35",2018
"Pārdod mājīgi iekārtotu dzīvokli Rīgas centrā, Čaka ielā. Īpašums ir",3,83,5,5,P. kara,"115,000",1385.542169,Čaka,77,centrs Čaka 77,centrs,"Latvia, Riga, centrs Čaka 77",2018
Pārdodam kompaktu 1 istabu dzīvokli pilsētas centrā. Izvietots pagal,1,20,5,5,P. kara,"21,000",1050,Ģertrūdes,91,centrs Ģertrūdes 91,centrs,"Latvia, Riga, centrs Ģertrūdes 91",2018
Предлагается двухкомнатная квартира в Старой Риге. Удобная планировк,2,57,5,5,P. kara,"119,800",2101.754386,Miesnieku,14,centrs Miesnieku 14,centrs,"Latvia, Riga, centrs Miesnieku 14",2018
"Tiek pārdots dzīvoklis normālā stāvoklī, gatavs dzīvošanai Tiek tirg",2,37,5,5,P. kara,"32,500",878.3783784,Duntes,56,centrs Duntes 56,centrs,"Latvia, Riga, centrs Duntes 56",2018
"Renovēta fasāde, dzīvoklis Bez remonta, gaišs, logi uz abām ēkas pus",3,81,5,5,P. kara,"75,000",925.9259259,Stabu,52,centrs Stabu 52,centrs,"Latvia, Riga, centrs Stabu 52",2018
"Pārdodu gaišu, saulainu 2-istabu dzīvokli. Nepieciešams kosmētiska",2,32,5,5,P. kara,"25,890",809.0625,Zvaigžņu,2,centrs Zvaigžņu 2,centrs,"Latvia, Riga, centrs Zvaigžņu 2",2018
Īpašnieks pārdod dzīvokli Rīgas centrā. Zeme īpašumā. Dzīvoklim,1,33,5,5,P. kara,"46,900",1421.212121,Alauksta,12,centrs Alauksta 12,centrs,"Latvia, Riga, centrs Alauksta 12",2018
"Gaumīgs, plašs un mājīgs dzīvoklis prestižajā Baznīcas ielā. +Īp",5,138,5,5,P. kara,"180,000",1304.347826,Baznīcas,37,centrs Baznīcas 37,centrs,"Latvia, Riga, centrs Baznīcas 37",2018
"Īpašnieks pārdod tikko renovētu 3 istabu dzīvokli Rīgas centrā, vēst",3,78,5,5,P. kara,"128,000",1641.025641,Čaka,70,centrs Čaka 70,centrs,"Latvia, Riga, centrs Čaka 70",2018
"Renovēta ēka ar jaunu liftu, piedāvājam iegādāties dzīvokli, Rīgas c",3,93,5,5,P. kara,"161,000",1731.182796,Birznieka-Upīša,29,centrs Birznieka-Upīša 29,centrs,"Latvia, Riga, centrs Birznieka-Upīša 29",2018
"Samazinata cena. Dzivoklis silts, atrodas pagalma maja. Ir centrala",2,32,5,5,P. kara,"26,000",812.5,Zvaigžņu,2,centrs Zvaigžņu 2,centrs,"Latvia, Riga, centrs Zvaigžņu 2",2018
"Pārdod, 4 ist. dzīvoklis, Rīga, centrs, dzirnavu iela, 160000 €.",4,90,5,5,P. kara,"155,000",1722.222222,Dzirnavu,31,centrs Dzirnavu 31,centrs,"Latvia, Riga, centrs Dzirnavu 31",2018
"Tiek pārdots gaumīgs 3-istabu dzīvoklis iekšpagalma mājā, klusā viet",3,70,5,5,P. kara,"83,000",1185.714286,Tērbatas,82a,centrs Tērbatas 82a,centrs,"Latvia, Riga, centrs Tērbatas 82a",2018
Pārdošanā gaišs un plašs trīs istabu dzīvoklis centrā. +Zemes d,3,99,5,5,P. kara,"154,000",1555.555556,Blaumaņa,25,centrs Blaumaņa 25,centrs,"Latvia, Riga, centrs Blaumaņa 25",2018
Pārdod saulainu trīsistabu dzīvokli Rīgas centrā. Dzīvoklī ir plaša,3,105,5,5,P. kara,"138,000",1314.285714,Visvalža,7,centrs Visvalža 7,centrs,"Latvia, Riga, centrs Visvalža 7",2018
Studio type apartment after repair with furniture (closet compartmen,1,19,5,5,P. kara,"29,600",1557.894737,Ģertrūdes,98,centrs Ģertrūdes 98,centrs,"Latvia, Riga, centrs Ģertrūdes 98",2018
"Bankas īpašums. Četristabu dzīvoklis Centrā, pirmskara laika projekt",4,85,5,5,P. kara,"38,700",455.2941176,Lāčplēša,112,centrs Lāčplēša 112,centrs,"Latvia, Riga, centrs Lāčplēša 112",2018
"Piedāvājam iegādāties brīnišķīgu, gaišu un saulainu 3-istabu dzīvokl",3,152,5,5,P. kara,"379,000",2493.421053,Vīlandes,16,centrs Vīlandes 16,centrs,"Latvia, Riga, centrs Vīlandes 16",2018
"Pārdod dizainera iekārtotu modernu un gaišu 3 istabu dzīvokli, veikt",3,87,1,1,P. kara,"220,000",2528.735632,Zaļā,10,centrs Zaļā 10,centrs,"Latvia, Riga, centrs Zaļā 10",2018
"Продается теплая, уютная квартира. Все удобства, отопление центральн",1,25,1,1,P. kara,"27,000",1080,Alauksta,21,centrs Alauksta 21,centrs,"Latvia, Riga, centrs Alauksta 21",2018
"Отдельный домик, ремонт, все удобства, душ и туалет в квартире, все",1,25,1,1,P. kara,"16,700",668,Matīsa,121a,centrs Matīsa 121a,centrs,"Latvia, Riga, centrs Matīsa 121a",2018
"Продается помещение (полуподвальное) в Центре, на ул. Барона. На дан",3,83,1,1,P. kara,"55,000",662.6506024,Barona,82,centrs Barona 82,centrs,"Latvia, Riga, centrs Barona 82",2018
Samazināta cena : Piedāvājam iegādāties divistabu dzīvokli Rīgas ce,2,57,1,1,P. kara,"66,000",1157.894737,Artilērijas,22,centrs Artilērijas 22,centrs,"Latvia, Riga, centrs Artilērijas 22",2018
Pārdod telpas Dzirnavu 9/Ganu iela 2. Telpas sastāv no 11m2 pirmajā,3,35,1,1,P. kara,"14,000",400,Dzirnavu,9,centrs Dzirnavu 9,centrs,"Latvia, Riga, centrs Dzirnavu 9",2018
"Pašā Rīgas centrā, vietā ar labi attīstītu infrastruktūru, pārdod mā",2,47,1,1,P. kara,"57,000",1212.765957,Dagdas,5,centrs Dagdas 5,centrs,"Latvia, Riga, centrs Dagdas 5",2018
"Dzīvoklis un zeme īpašumā. Slēgts pagalms, sava garāža un šķūnīt",3,60,1,1,P. kara,"36,900",615,Elijas,16,centrs Elijas 16,centrs,"Latvia, Riga, centrs Elijas 16",2018
Piedāvājam plašu 3 istabu dzīvokli pašā pilsētas centrā Bruņinieku i,3,65,1,1,P. kara,"61,000",938.4615385,Bruņinieku,69,centrs Bruņinieku 69,centrs,"Latvia, Riga, centrs Bruņinieku 69",2018
Ērts divu izolētu istabu dzīvoklis koka-mūra namā. Kompakts un pārdo,2,49,1,1,P. kara,"49,950",1019.387755,Bruņinieku,68,centrs Bruņinieku 68,centrs,"Latvia, Riga, centrs Bruņinieku 68",2018
"Pārdod, Dzīvoklis, Rīga, Centrs, Vīlandes iela, 115000 €. Fasādes mā",5,111,1,1,P. kara,"115,000",1036.036036,Vīlandes,7,centrs Vīlandes 7,centrs,"Latvia, Riga, centrs Vīlandes 7",2018
Tiek pārdots 3-istabu dzīvoklis. Tajā 5 gadus atpakaļ tika veikts,3,110,1,1,P. kara,"159,000",1445.454545,Bruņinieku,38,centrs Bruņinieku 38,centrs,"Latvia, Riga, centrs Bruņinieku 38",2018
"Renovētā mājā pie Ziedoņdārza pagalma korpusā ekonomisks, silts, klu",2,44,1,1,P. kara,"44,200",1004.545455,Čaka,82-84,centrs Čaka 82-84,centrs,"Latvia, Riga, centrs Čaka 82-84",2018
"Pārdod divu istabu dzīvokli pie Ziedoņdārza, Čaka ielā 82/84. Dzīvok",2,44,1,1,P. kara,"44,200",1004.545455,Čaka,82/84,centrs Čaka 82/84,centrs,"Latvia, Riga, centrs Čaka 82/84",2018
Pārdod 1 istabas dzīvokli pagalma ēkas 1. stāvā ar platību 30 kv. m.,1,30,1,1,P. kara,"40,000",1333.333333,Rūdolfa,1,centrs Rūdolfa 1,centrs,"Latvia, Riga, centrs Rūdolfa 1",2018
Тихий центр. Новый ремонт. Низкие коммунальные платежи (лето - 20 ев,2,49,1,1,P. kara,"62,300",1271.428571,Stabu,55,centrs Stabu 55,centrs,"Latvia, Riga, centrs Stabu 55",2018
"Pārdod vai maina (pret divistabu dzīvokli ar piemaksu) gaišu, vienis",1,25,1,1,P. kara,"35,000",1400,Hospitāļu,28,centrs Hospitāļu 28,centrs,"Latvia, Riga, centrs Hospitāļu 28",2018
Tiek pārdots skaists un saulains dzīvoklis pāšā Rīgas sirdī - Blauma,2,78,1,1,P. kara,"135,000",1730.769231,Blaumaņa,21,centrs Blaumaņa 21,centrs,"Latvia, Riga, centrs Blaumaņa 21",2018
"Pārdod atbrīvotu dzīvokli 1/5, 108m2, jūgendstīla namā Skolas iela 4",3,108,1,1,P. kara,"155,000",1435.185185,Skolas,4,centrs Skolas 4,centrs,"Latvia, Riga, centrs Skolas 4",2018
"1istabu dzīvoklis atrodas vēsturiskā mūra ēku kompleksā, kas būvētas",1,21,1,1,P. kara,"26,000",1238.095238,Čaka,46,centrs Čaka 46,centrs,"Latvia, Riga, centrs Čaka 46",2018
"Tiek pārdots saulains, kompakts dzīvoklis ar dizainera veidotu apdar",2,42,1,1,P. kara,"75,420",1795.714286,Valdemāra,57,centrs Valdemāra 57,centrs,"Latvia, Riga, centrs Valdemāra 57",2018
Pārdod dzīvokli Krišjāņa Valdemāra ielā 57/59. Dzīvoklis sastāv no g,2,42,1,1,P. kara,"75,420",1795.714286,Valdemāra,57,centrs Valdemāra 57,centrs,"Latvia, Riga, centrs Valdemāra 57",2018
Tiek pārdots plašs studio tipa vienistabu dzīvoklis Rīgas centrā.,1,36,1,1,P. kara,"27,000",750,Tallinas,41b,centrs Tallinas 41b,centrs,"Latvia, Riga, centrs Tallinas 41b",2018
"Собственник продает приватизированную, уютную, солнечную однокомнатн",1,22,1,1,P. kara,"12,900",586.3636364,Zvaigžņu,15А,centrs Zvaigžņu 15А,centrs,"Latvia, Riga, centrs Zvaigžņu 15А",2018
"Rīgā, Elizabetes un Vīlandes ielas krustojumā, piedāvā labiekārtotas",4,93,1,1,P. kara,"275,000",2956.989247,Vīlandes,2,centrs Vīlandes 2,centrs,"Latvia, Riga, centrs Vīlandes 2",2018
"Nomaksa, tuvējā centrā, laba trepju telpa kura ir remontēta. Starp K",1,19,1,1,P. kara,"12,890",678.4210526,Ieroču,6,centrs Ieroču 6,centrs,"Latvia, Riga, centrs Ieroču 6",2018
"Собственник продает приватизированную, уютную, солнечную однокомнатн",1,31,1,1,P. kara,"38,500",1241.935484,Terēzes,4,centrs Terēzes 4,centrs,"Latvia, Riga, centrs Terēzes 4",2018
Ideālā vietā klusajā centrā iespēja iegādāties divus blakus esošus d,3,80,1,1,P. kara,"72,000",900,Strēlnieku,19,centrs Strēlnieku 19,centrs,"Latvia, Riga, centrs Strēlnieku 19",2018
Pārdodas 2-istabu dzīvoklis 1. stāvā. Nomainīti ūdens un kanalizācij,2,44,1,1,P. kara,"44,200",1004.545455,Čaka,82,centrs Čaka 82,centrs,"Latvia, Riga, centrs Čaka 82",2018
"Pārdodu telpas Klusajā centrā, Vīlandes ielā Skaists, renovēts nams",1,60,1,1,P. kara,"69,000",1150,Vīlandes,16,centrs Vīlandes 16,centrs,"Latvia, Riga, centrs Vīlandes 16",2018
"Vēsturiskajā Rīgas centrā. Respektablā vietā, Rīgas centrā kas ir ie",3,73,1,1,P. kara,"128,000",1753.424658,Blaumaņa,26,centrs Blaumaņa 26,centrs,"Latvia, Riga, centrs Blaumaņa 26",2018
"Хозяин продаёт красивую, стильную, светлую 3-комнатную квартиру. Сде",3,61,1,1,P. kara,"64,000",1049.180328,Ģertrūdes,76,centrs Ģertrūdes 76,centrs,"Latvia, Riga, centrs Ģertrūdes 76",2018
"Pašā jūgendstila sirdī, arhitekta Rūdolfsa Heinriksa fon Cirkvica mā",6,343,1,1,P. kara,"62,000",180.7580175,Vīlandes,7,centrs Vīlandes 7,centrs,"Latvia, Riga, centrs Vīlandes 7",2018
Pārdod plašu 2-istabu dzīvokli pirmskara ēkā Klijānu ielā 5. Kopējā,2,61,1,1,P. kara,"92,500",1516.393443,Klijānu,5,centrs Klijānu 5,centrs,"Latvia, Riga, centrs Klijānu 5",2018
"Īpašnieks pārdod trīs istabu dzīvokli puspagrabā, visas ērtības, zem",3,50,1,1,P. kara,"18,400",368,Matīsa,58,centrs Matīsa 58,centrs,"Latvia, Riga, centrs Matīsa 58",2018
Pасположен у дороги с одним из самых больших потоков машин в городе,5,190,1,1,P. kara,"230,000",1210.526316,Lāčplēša,112,centrs Lāčplēša 112,centrs,"Latvia, Riga, centrs Lāčplēša 112",2018
"Современность и класика отлично гармонируют в этой квартире, создава",4,186,1,1,P. kara,"460,000",2473.11828,Ausekļa,6,centrs Ausekļa 6,centrs,"Latvia, Riga, centrs Ausekļa 6",2018
"Продаю квартиру, высокий первый этаж, расположена в престижном кварт",3,85,1,1,P. kara,"250,000",2941.176471,Ausekļa,11,centrs Ausekļa 11,centrs,"Latvia, Riga, centrs Ausekļa 11",2018
"Pārdod 2-istabu dzīvokli Rīgas centrā, Matīsa ielā 111. + Dzīvokl",2,31,1,1,P. kara,"37,900",1222.580645,M. Matīsa,111,centrs M. Matīsa 111,centrs,"Latvia, Riga, centrs M. Matīsa 111",2018
"2 istabu dzīvoklis, atsevišķā mājā pagalmā, slēdzamā sētā: - logi v",2,42,1,1,P. kara,"45,900",1092.857143,Avotu,29,centrs Avotu 29,centrs,"Latvia, Riga, centrs Avotu 29",2018
Īpašnieks pārdod vienistabas dzīvokļi. Atrodas labā vieta Rīgas ce,1,27,1,1,P. kara,"35,800",1325.925926,Matīsa,58,centrs Matīsa 58,centrs,"Latvia, Riga, centrs Matīsa 58",2018
Обменяю на 2х-3х комнатную квартиру ближе к центру. Желательно с а,1,26,1,1,P. kara,"35,000",1346.153846,Hospitāļu,28,centrs Hospitāļu 28,centrs,"Latvia, Riga, centrs Hospitāļu 28",2018
Laba cena. Pārdod biroju - dzīvokli Rīgas centrā ar iespēju deklarēt,3,63,1,1,P. kara,"82,500",1309.52381,Stabu,50,centrs Stabu 50,centrs,"Latvia, Riga, centrs Stabu 50",2018
Срочно продается квартира в центре города для жилья или бизнеса. Г,1,32,1,1,P. kara,"19,000",593.75,Laboratorijas,22,centrs Laboratorijas 22,centrs,"Latvia, Riga, centrs Laboratorijas 22",2018
"Pagalma māja, viss pirmais stāvs. - Autostāvvieta pagalmā (vārti a",3,74,1,1,P. kara,"145,000",1959.459459,Vīlandes,20,centrs Vīlandes 20,centrs,"Latvia, Riga, centrs Vīlandes 20",2018
Piedāvājam iegādāties 5 istabu dzīvokli Rīgas centrā. +Dzīvoklī,5,143,4,4,P. kara,"128,430",898.1118881,Valdemāra,53,centrs Valdemāra 53,centrs,"Latvia, Riga, centrs Valdemāra 53",2018
